Entity,Code_co2,Year,emissions_from_oil,emissions_from_coal,emissions_from_cement,emissions_from_gas,emissions_from_flaring,emissions_from_other_industry,Annual CO2 emissions,Code_pop,population_historical,Caucasian,co2_per_capita
Afghanistan,AFG,1870,,,0.0,,,,0.0,AFG,4101170.0,False,0.0
Afghanistan,AFG,1880,,,0.0,,,,0.0,AFG,4288021.0,False,0.0
Afghanistan,AFG,1890,,,0.0,,,,0.0,AFG,4482635.0,False,0.0
Afghanistan,AFG,1900,,,0.0,,,,0.0,AFG,4707744.0,False,0.0
Afghanistan,AFG,1910,,,0.0,,,,0.0,AFG,5504191.0,False,0.0
Afghanistan,AFG,1920,,,0.0,,,,0.0,AFG,10188845.0,False,0.0
Afghanistan,AFG,1930,,,0.0,,,,0.0,AFG,6626142.0,False,0.0
Afghanistan,AFG,1940,,,0.0,,,,0.0,AFG,6468510.0,False,0.0
Afghanistan,AFG,1950,63203.996,21068.0,0.0,0.0,,,84271.996,AFG,7776182.0,False,0.01083719439694184
Afghanistan,AFG,1960,268758.0,127115.0,18012.0,0.0,,,413885.0,AFG,9035048.0,False,0.045808832448925564
Afghanistan,AFG,1970,671986.0,436974.0,47350.0,216651.0,297436.0,,1670397.0,AFG,11290135.0,False,0.14795190668667824
Afghanistan,AFG,1980,925256.0,315762.0,23284.0,187254.0,304747.0,,1756303.0,AFG,13169312.0,False,0.133363307058106
Afghanistan,AFG,1990,1271408.0,278464.0,45766.0,403040.0,25648.0,,2024326.0,AFG,12045664.0,False,0.16805433058733832
Afghanistan,AFG,2000,787760.0,3664.0,10216.0,223504.0,21984.0,,1047128.0,AFG,20130334.0,False,0.05201741809152297
Afghanistan,AFG,2010,5833088.0,2246032.0,14547.0,271136.0,0.0,,8364803.0,AFG,28284088.0,False,0.2957423622780413
Afghanistan,AFG,2020,7275343.0,4115975.0,60674.0,153937.0,0.0,,11605929.0,AFG,39068978.0,False,0.2970625185025316
Albania,ALB,1940,692496.0,0.0,0.0,0.0,,,692496.0,ALB,1100833.0,True,0.6290654440773487
Albania,ALB,1950,246114.0,43432.0,7180.0,,,,296726.0,ALB,1247854.0,True,0.23778903621737799
Albania,ALB,1960,1575520.0,326096.0,36343.0,84272.0,,,2022231.0,ALB,1649393.0,True,1.2260455816169948
Albania,ALB,1970,2482960.0,891225.0,178255.0,187047.0,,,3739487.0,ALB,2181227.0,True,1.7143960715688922
Albania,ALB,1980,1571856.0,2322976.0,502901.03,773104.0,,,5170837.03,ALB,2735423.0,True,1.8903244690126537
Albania,ALB,1990,2172752.0,2498848.0,383674.0,465328.0,,,5520602.0,ALB,3277964.0,True,1.6841557747431026
Albania,ALB,2000,2839801.0,69531.0,93637.0,21957.0,0.0,,3024926.0,ALB,3166147.0,True,0.9553965750800578
Albania,ALB,2010,3491792.0,428688.0,837737.0,25648.0,0.0,,4783865.0,ALB,2928730.0,True,1.6334264339833307
Albania,ALB,2020,2718688.0,567920.0,1321753.0,102592.0,192.0,,4711145.0,ALB,2871951.0,True,1.6403988090326054
Algeria,DZA,1920,3664.0,18320.0,,0.0,,,21984.0,DZA,5846192.0,False,0.003760396511096454
Algeria,DZA,1930,7328.0,43968.0,32708.998,0.0,,,84004.99799999999,DZA,6530132.0,False,0.012864211320689994
Algeria,DZA,1940,0.0,146560.0,0.0,91600.0,,,238160.0,DZA,7739370.0,False,0.030772530580654496
Algeria,DZA,1950,1740400.0,1883296.0,159909.0,,,,3783605.0,DZA,9018423.0,False,0.41954175358596507
Algeria,DZA,1960,4371152.0,1256752.0,523337.0,,,,6151241.0,DZA,11424930.0,False,0.5384051368367246
Algeria,DZA,1970,6837024.0,970960.0,457920.0,135568.0,6657488.0,,15058960.0,DZA,13783725.0,False,1.0925174435792937
Algeria,DZA,1980,18620448.0,1608496.0,2021667.0,25479456.0,18686400.0,,66416467.0,DZA,18607175.0,False,3.5694008897105554
Algeria,DZA,1990,23204112.0,2942192.0,2988636.0,38908016.0,8694672.0,,76737628.0,DZA,25375816.0,False,3.0240457292092597
Algeria,DZA,2000,26827808.0,1960240.0,3789426.0,38534290.0,14286836.0,,85398600.0,DZA,30903895.0,False,2.7633604113656225
Algeria,DZA,2010,45365410.0,1216486.0,8252310.0,53367830.0,10151224.0,,118353260.0,DZA,36188236.0,False,3.2704898906926547
Algeria,DZA,2020,54124610.0,542272.0,8957794.0,87023660.0,17529516.0,,168177852.0,DZA,44042093.0,False,3.8185708385838977
Andorra,AND,1870,,,0.0,,,,0.0,AND,3729.0,True,0.0
Andorra,AND,1880,,,0.0,,,,0.0,AND,3976.0,True,0.0
Andorra,AND,1890,,,0.0,,,,0.0,AND,4241.0,True,0.0
Andorra,AND,1900,,,0.0,,,,0.0,AND,4522.0,True,0.0
Andorra,AND,1910,,,0.0,,,,0.0,AND,4855.0,True,0.0
Andorra,AND,1920,,,0.0,,,,0.0,AND,5637.0,True,0.0
Andorra,AND,1930,,,0.0,,,,0.0,AND,4885.0,True,0.0
Andorra,AND,1940,,,0.0,,,,0.0,AND,5337.0,True,0.0
Andorra,AND,1950,,,0.0,,,,0.0,AND,6018.0,True,0.0
Andorra,AND,1960,,,0.0,,,,0.0,AND,9532.0,True,0.0
Andorra,AND,1970,,,0.0,,,,0.0,AND,19998.0,True,0.0
Andorra,AND,1980,,,0.0,,,,0.0,AND,35802.0,True,0.0
Andorra,AND,1990,406704.0,0.0,0.0,,,,406704.0,AND,52616.0,True,7.729663980538239
Andorra,AND,2000,523952.0,0.0,0.0,,0.0,,523952.0,AND,65703.0,True,7.974552151347732
Andorra,AND,2010,516623.97,0.0,0.0,,0.0,,516623.97,AND,80726.0,True,6.399722146520328
Andorra,AND,2020,377356.0,0.0,0.0,3700.0,0.0,,381056.0,AND,77398.0,True,4.923331352231324
Angola,AGO,1950,127068.0,59796.0,0.0,,,,186864.0,AGO,4551869.0,False,0.041052148029743385
Angola,AGO,1960,345775.0,123751.0,79425.0,,,,548951.0,AGO,5231664.0,False,0.10492856574887072
Angola,AGO,1970,1742281.0,47583.0,221465.0,84186.0,1482403.0,,3577918.0,AGO,5852791.0,False,0.6113182582463649
Angola,AGO,1980,2658223.0,0.0,113235.0,146661.0,2416233.0,,5334352.0,AGO,8133868.0,False,0.6558198387286344
Angola,AGO,1990,2475087.0,,106737.0,1010539.06,1497501.0,,5089864.0600000005,AGO,11626359.0,False,0.4377865899375721
Angola,AGO,2000,3667664.0,,81264.0,1084544.0,11161636.0,,15995108.0,AGO,16194872.0,False,0.9876649843234327
Angola,AGO,2010,13369936.0,,578423.0,1370336.0,7664626.0,,22983321.0,AGO,23294821.0,False,0.9866279290147797
Angola,AGO,2020,9482432.0,,1053981.0,2487856.0,3508729.0,,16532998.0,AGO,33451140.0,False,0.4942431857329825
Anguilla,AIA,1990,47632.0,,0.0,,,,47632.0,AIA,8422.0,False,5.655663737829494
Anguilla,AIA,2000,76944.0,,0.0,,0.0,,76944.0,AIA,11196.0,False,6.872454448017149
Anguilla,AIA,2010,131904.0,,0.0,,0.0,,131904.0,AIA,13372.0,False,9.864193837870177
Anguilla,AIA,2020,142896.0,,0.0,,0.0,,142896.0,AIA,14864.0,False,9.61356297093649
Antigua and Barbuda,ATG,1950,9771.0,2443.0,,0.0,0.0,,12214.0,ATG,45462.0,False,0.2686639391139853
Antigua and Barbuda,ATG,1960,36640.0,,0.0,,,,36640.0,ATG,55621.0,False,0.6587439995685083
Antigua and Barbuda,ATG,1970,461664.0,,0.0,,,,461664.0,ATG,64549.0,False,7.152147980603882
Antigua and Barbuda,ATG,1980,142896.0,,0.0,,,,142896.0,ATG,64529.0,False,2.2144462179795132
Antigua and Barbuda,ATG,1990,241824.0,,0.0,,,,241824.0,ATG,63087.0,False,3.8331827476342193
Antigua and Barbuda,ATG,2000,355408.0,,0.0,,0.0,,355408.0,ATG,74929.0,False,4.743263622896342
Antigua and Barbuda,ATG,2010,549600.0,,0.0,,0.0,,549600.0,ATG,85337.0,False,6.440348266285433
Antigua and Barbuda,ATG,2020,619216.0,,0.0,,0.0,,619216.0,ATG,91864.0,False,6.740573020987547
Argentina,ARG,1870,,160446.0,,,,,160446.0,ARG,1793208.0,True,0.08947428296103965
Argentina,ARG,1880,,194096.0,,,,,194096.0,ARG,2456365.0,True,0.07901757271415283
Argentina,ARG,1890,0.0,1452580.0,,0.0,,,1452580.0,ARG,3366831.0,True,0.4314383466232787
Argentina,ARG,1900,0.0,2025777.1,,0.0,,,2025777.1,ARG,4685089.0,True,0.4323881787517804
Argentina,ARG,1910,10987.0,6914247.0,,0.0,,,6925234.0,ARG,6748544.0,True,1.0261819438385524
Argentina,ARG,1920,732800.0,4839460.0,,36640.0,,,5608900.0,ARG,8818354.0,True,0.6360484054053624
Argentina,ARG,1930,4004752.2,7690381.0,188983.0,454336.0,,,12338452.2,ARG,11726853.0,True,1.0521537363860534
Argentina,ARG,1940,9044840.0,5152440.0,534363.0,916212.0,,,15647855.0,ARG,14078649.0,True,1.1114599845482334
Argentina,ARG,1950,25582048.0,3561408.0,777737.0,0.0,,,29921193.0,ARG,17018034.0,True,1.758205031203957
Argentina,ARG,1960,41190690.0,3905824.0,1304708.0,2363280.0,,,48764502.0,ARG,20386054.0,True,2.392052037142647
Argentina,ARG,1970,63925810.0,3286608.0,2344113.0,10281184.0,2810288.0,,82648003.0,ARG,23878331.0,True,3.4612135580162615
Argentina,ARG,1980,76507980.0,2865248.0,3561618.0,19565760.0,6155520.0,,108656126.0,ARG,28011596.0,True,3.8789694810677693
Argentina,ARG,1990,59188256.0,3140048.0,1822000.0,43213216.0,4785184.0,,112148704.0,ARG,32755907.0,True,3.4237703752181248
Argentina,ARG,2000,67433990.0,2359677.0,2771000.0,69438250.0,1465784.0,,143468701.0,ARG,37213985.0,True,3.855236169950625
Argentina,ARG,2010,90145390.0,4081696.0,4178000.0,86928400.0,612448.0,,185945934.0,ARG,41288694.0,True,4.503555719151591
Argentina,ARG,2020,67318670.0,3224320.0,3508472.0,89082830.0,1986565.0,,165120857.0,ARG,45191960.0,True,3.653766223018431
Armenia,ARM,1870,894.0,7667.0,,0.0,0.0,,8561.0,ARM,654121.0,True,0.013087792625523412
Armenia,ARM,1880,13083.0,17927.0,,0.0,0.0,,31010.0,ARM,717487.0,True,0.04322029528061136
Armenia,ARM,1890,43493.0,16463.0,,0.0,0.0,,59956.0,ARM,786991.0,True,0.07618384454205956
Armenia,ARM,1900,124564.0,41712.0,,0.0,0.0,,166276.0,ARM,863227.0,True,0.19262140781046005
Armenia,ARM,1910,142096.0,71047.0,,0.0,0.0,,213143.0,ARM,946846.0,True,0.22510841256128242
Armenia,ARM,1920,52617.0,16020.0,,0.0,0.0,,68637.0,ARM,1038218.0,True,0.066110393000314
Armenia,ARM,1930,250148.0,83866.0,5828.0,3180.0,0.0,,343022.0,ARM,1137524.0,True,0.3015514397937978
Armenia,ARM,1940,580583.0,443024.0,11116.0,30156.0,0.0,,1064879.0,ARM,1246328.0,True,0.8544131239930419
Armenia,ARM,1950,747990.0,647125.0,20405.0,66644.0,0.0,,1482164.0,ARM,1382896.0,True,1.071782693709433
Armenia,ARM,1960,1765176.0,897988.0,89582.0,404981.0,0.0,,3157727.0,ARM,1863710.0,True,1.6943231511340284
Armenia,ARM,1970,3012376.0,844468.0,189909.0,1141037.0,0.0,,5187790.0,ARM,2475629.0,True,2.0955442031095934
Armenia,ARM,1980,4433336.0,906613.0,268654.0,2037383.1,84481.0,,7730467.1,ARM,3107420.0,True,2.4877445276145482
Armenia,ARM,1990,3629294.0,694491.0,380159.0,4198718.0,96559.0,,8999221.0,ARM,3552129.0,True,2.533472461163432
Armenia,ARM,2000,787760.0,0.0,138847.0,2564800.0,0.0,,3491407.0,ARM,3125630.0,True,1.1170250477503736
Armenia,ARM,2010,1007599.94,3664.0,288302.0,2953184.0,0.0,,4252749.9399999995,ARM,2931083.0,True,1.4509141979261588
Armenia,ARM,2020,1454608.0,29312.0,412670.0,4898768.0,0.0,,6795358.0,ARM,2890894.0,True,2.3506078050596115
Aruba,ABW,1930,0.0,0.0,0.0,0.0,0.0,,0.0,ABW,13545.0,False,0.0
Aruba,ABW,1940,0.0,0.0,0.0,0.0,0.0,,0.0,ABW,30399.0,False,0.0
Aruba,ABW,1950,409579.0,0.0,0.0,0.0,0.0,,409579.0,ABW,42763.0,False,9.577882749105536
Aruba,ABW,1960,618561.0,0.0,0.0,0.0,0.0,,618561.0,ABW,54938.0,False,11.259255888456078
Aruba,ABW,1970,928761.0,0.0,0.0,0.0,0.0,,928761.0,ABW,58967.0,False,15.750521478114878
Aruba,ABW,1980,585435.0,0.0,0.0,0.0,0.0,,585435.0,ABW,62050.0,False,9.434891216760677
Aruba,ABW,1990,487312.0,,0.0,,,,487312.0,ABW,64452.0,False,7.56085148637746
Aruba,ABW,2000,2377936.0,,0.0,,0.0,,2377936.0,ABW,88772.0,False,26.787004911458567
Aruba,ABW,2010,2506176.0,,0.0,,0.0,,2506176.0,ABW,100127.0,False,25.029971935641736
Aruba,ABW,2020,820736.0,,0.0,,0.0,,820736.0,ABW,107411.0,False,7.641079591475734
Australia,AUS,1870,0.0,1402391.0,,0.0,,,1402391.0,AUS,1759814.0,True,0.7968972857358789
Australia,AUS,1880,0.0,2417483.0,,0.0,,,2417483.0,AUS,2201376.0,True,1.098169054264242
Australia,AUS,1890,0.0,5450851.0,,0.0,,,5450851.0,AUS,3051532.0,True,1.786267029151259
Australia,AUS,1900,120912.0,10046688.0,,0.0,,,10167600.0,AUS,3693331.0,True,2.7529620280446028
Australia,AUS,1910,270044.0,17436976.0,,0.0,,,17707020.0,AUS,4329018.0,True,4.090308702805117
Australia,AUS,1920,573836.0,25732272.0,,0.0,,,26306108.0,AUS,5274343.0,True,4.987561104766982
Australia,AUS,1930,3870714.0,21679888.0,348891.0,0.0,,,25899493.0,AUS,6332771.0,True,4.089756758929069
Australia,AUS,1940,6308476.0,28689164.0,348847.0,0.0,,,35346487.0,AUS,6967916.0,True,5.072748724295758
Australia,AUS,1950,11035213.0,44070590.0,632365.0,,,,55738168.0,AUS,8176751.0,True,6.816664467341613
Australia,AUS,1960,27135130.0,58928110.0,1381028.0,,,,87444268.0,AUS,10280815.0,True,8.505577427470488
Australia,AUS,1970,68203660.0,74674330.0,2227761.0,2755260.0,,,147861011.0,AUS,12599414.0,True,11.735546669075244
Australia,AUS,1980,82222456.0,101824780.0,2651786.0,17671178.0,,,204370200.0,AUS,14721343.0,True,13.88257851202842
Australia,AUS,1990,88777064.0,141877120.0,3462872.0,34454816.0,7272723.0,2315904.0,278160499.0,AUS,17126301.0,True,16.24171495058974
Australia,AUS,2000,102650110.0,185796850.0,3620856.0,46609504.0,7953139.0,3377513.0,350007972.0,AUS,19132473.0,True,18.293922170960336
Australia,AUS,2010,124551270.0,200552320.0,3548615.0,64246500.0,8193741.0,4038551.8,405130997.8,AUS,22141583.0,True,18.297291471887988
Australia,AUS,2020,135404460.0,156681300.0,2820162.0,83221256.0,17284182.0,3772570.0,399183930.0,AUS,25743787.0,True,15.50602986266162
Austria,AUT,1870,95264.0,7269376.0,,0.0,,,7364640.0,AUT,4528451.0,True,1.6263044471498092
Austria,AUT,1880,348080.0,23299376.0,,0.0,,,23647456.0,AUT,4943751.0,True,4.783302395286494
Austria,AUT,1890,384720.0,12651792.0,,0.0,,,13036512.0,AUT,5403121.0,True,2.4127743946507954
Austria,AUT,1900,0.0,27696176.0,,0.0,,,27696176.0,AUT,5979176.0,True,4.632105828629229
Austria,AUT,1910,0.0,58785216.0,,0.0,,,58785216.0,AUT,6571587.0,True,8.945360686847788
Austria,AUT,1920,245488.0,14282272.0,,0.0,,,14527760.0,AUT,6486069.0,True,2.239840495067197
Austria,AUT,1930,963632.0,17601856.0,298011.0,0.0,,,18863499.0,AUT,6679644.0,True,2.8240275978779708
Austria,AUT,1940,1267744.0,5671872.0,403406.0,0.0,,,7343022.0,AUT,6725734.0,True,1.0917800198461611
Austria,AUT,1950,1949248.0,17382016.0,636000.0,926992.0,,,20894256.0,AUT,6936454.0,True,3.012238818278042
Austria,AUT,1960,8416208.0,18048864.0,1399199.0,2920208.0,,,30784479.0,AUT,7047274.0,True,4.368281834933621
Austria,AUT,1970,24781426.0,17801000.0,2376994.0,5672282.0,,,50631702.0,AUT,7466321.0,True,6.781345457823203
Austria,AUT,1980,26071196.0,14189677.0,2480133.0,9283925.0,,,52024931.0,AUT,7548405.0,True,6.892175366849023
Austria,AUT,1990,28899520.0,18138662.0,2033412.0,11836264.0,102161.0,1173884.0,62183903.0,AUT,7679626.0,True,8.097256689323151
Austria,AUT,2000,32161132.0,15750776.0,1711556.0,15264084.0,164719.0,1124837.0,66177104.0,AUT,8012929.0,True,8.258790761780118
Austria,AUT,2010,34795450.0,15496986.0,1622129.0,18777494.0,183602.0,1132648.0,72008309.0,AUT,8365087.0,True,8.608196065384616
Austria,AUT,2020,30774760.0,11370669.0,1821123.0,16959024.0,109250.0,1140898.0,62175724.0,AUT,8921402.0,True,6.969277250369393
Azerbaijan,AZE,1870,31852.0,19710.0,,0.0,0.0,,51562.0,AZE,1423093.0,True,0.03623234742915607
Azerbaijan,AZE,1880,169983.0,16803.0,,0.0,0.0,,186786.0,AZE,1577616.0,True,0.11839763288404782
Azerbaijan,AZE,1890,351534.0,9599.0,,0.0,0.0,,361133.0,AZE,1748679.0,True,0.20651760557540863
Azerbaijan,AZE,1900,977918.0,23624.0,,0.0,0.0,,1001542.0,AZE,1938032.0,True,0.5167830046149908
Azerbaijan,AZE,1910,1239147.0,44697.0,,0.0,0.0,,1283844.0,AZE,2147611.0,True,0.5978009984117235
Azerbaijan,AZE,1920,404542.0,8885.0,,0.0,0.0,,413427.0,AZE,2371595.0,True,0.17432445253089165
Azerbaijan,AZE,1930,1977804.0,47837.0,11764.0,34019.0,0.0,,2071424.0,AZE,2598437.0,True,0.7971807667455474
Azerbaijan,AZE,1940,5692902.0,313391.0,22438.0,400126.0,0.0,,6428857.0,AZE,2846977.0,True,2.258134505477213
Azerbaijan,AZE,1950,7533276.0,470182.0,41188.0,908247.0,0.0,,8952893.0,AZE,3131978.0,True,2.858542748384567
Azerbaijan,AZE,1960,14052040.0,515717.03,180823.0,4362552.0,0.0,,19111132.03,AZE,3982710.0,True,4.798524630214101
Azerbaijan,AZE,1970,20172152.0,407959.0,383335.0,10339438.0,0.0,,31302884.0,AZE,5183827.0,True,6.038566487654777
Azerbaijan,AZE,1980,27957812.0,412462.0,468825.0,17385984.0,173812.0,,46398895.0,AZE,6284707.0,True,7.382825484147471
Azerbaijan,AZE,1990,22466132.0,342518.0,477970.0,27840652.0,191063.0,,51318335.0,AZE,7231085.0,True,7.096906619131154
Azerbaijan,AZE,2000,17964592.0,,121040.0,11420688.0,258991.0,,29765311.0,AZE,8174783.0,True,3.641113287043827
Azerbaijan,AZE,2010,8694672.0,21984.0,617400.0,17968256.0,246739.0,,27549051.0,AZE,9146852.0,True,3.0118614579092347
Azerbaijan,AZE,2020,10622943.0,3664.0,1017568.0,24334930.0,254044.0,,36233149.0,AZE,10181736.0,True,3.5586415715355417
Bahamas,BHS,1950,54960.0,,0.0,,,,54960.0,BHS,83504.0,False,0.658172063613719
Bahamas,BHS,1960,410368.0,,0.0,,,,410368.0,BHS,116327.0,False,3.527710677658669
Bahamas,BHS,1970,2158096.0,0.0,410674.0,,,,2568770.0,BHS,184995.0,False,13.885618530230547
Bahamas,BHS,1980,7749360.0,0.0,222765.0,,,,7972125.0,BHS,232539.0,False,34.28295898752467
Bahamas,BHS,1990,2018863.9,3664.0,0.0,,,,2022527.9,BHS,275955.0,False,7.32919461506405
Bahamas,BHS,2000,2022527.9,3664.0,0.0,,0.0,,2026191.9,BHS,323846.0,False,6.256652544728049
Bahamas,BHS,2010,2224048.0,3664.0,0.0,,0.0,,2227712.0,BHS,367482.0,False,6.062098279643629
Bahamas,BHS,2020,2029849.0,3671.0,0.0,,0.0,,2033520.0,BHS,395874.0,False,5.136785947043756
Bahrain,BHR,1870,,,0.0,,,,0.0,BHR,64675.0,False,0.0
Bahrain,BHR,1880,,,0.0,,,,0.0,BHR,68397.0,False,0.0
Bahrain,BHR,1890,,,0.0,,,,0.0,BHR,72591.0,False,0.0
Bahrain,BHR,1900,,,0.0,,,,0.0,BHR,77042.0,False,0.0
Bahrain,BHR,1910,,,0.0,,,,0.0,BHR,83407.0,False,0.0
Bahrain,BHR,1920,,,0.0,,,,0.0,BHR,117143.0,False,0.0
Bahrain,BHR,1930,,,0.0,,,,0.0,BHR,119805.0,False,0.0
Bahrain,BHR,1940,2967840.0,0.0,0.0,0.0,,,2967840.0,BHR,119490.0,False,24.837559628420788
Bahrain,BHR,1950,1381328.0,,0.0,0.0,,,1381328.0,BHR,117274.0,False,11.778638061292359
Bahrain,BHR,1960,575248.0,,0.0,0.0,,,575248.0,BHR,165490.0,False,3.4760287630672546
Bahrain,BHR,1970,1918986.0,0.0,0.0,671462.0,,,2590448.0,BHR,224816.0,False,11.522525087182407
Bahrain,BHR,1980,2286336.0,0.0,0.0,5594928.0,,,7881264.0,BHR,358991.0,False,21.95393199272405
Bahrain,BHR,1990,1040576.0,,0.0,10453392.0,,,11493968.0,BHR,514800.0,False,22.327055167055168
Bahrain,BHR,2000,3055776.0,,0.0,16143583.0,0.0,,19199359.0,BHR,669590.0,False,28.67330605295778
Bahrain,BHR,2010,4114153.8,,430228.0,24531054.0,0.0,,29075435.8,BHR,1213250.0,False,23.96491720585205
Bahrain,BHR,2020,3609040.0,,213049.0,33129886.0,443973.0,,37395948.0,BHR,1483081.0,False,25.215040850769444
Bangladesh,BGD,1870,,,0.0,,,,0.0,BGD,23756533.0,False,0.0
Bangladesh,BGD,1880,,,0.0,,,,0.0,BGD,24737232.0,False,0.0
Bangladesh,BGD,1890,,,0.0,,,,0.0,BGD,25777945.0,False,0.0
Bangladesh,BGD,1900,,,0.0,,,,0.0,BGD,26849595.0,False,0.0
Bangladesh,BGD,1910,,,0.0,,,,0.0,BGD,27913022.0,False,0.0
Bangladesh,BGD,1920,,,0.0,,,,0.0,BGD,28623503.0,False,0.0
Bangladesh,BGD,1930,,,0.0,,,,0.0,BGD,30077163.0,False,0.0
Bangladesh,BGD,1940,,,0.0,,,,0.0,BGD,36071677.0,False,0.0
Bangladesh,BGD,1950,492945.0,498308.0,1815.0,0.0,,,993068.0,BGD,41206858.0,False,0.02409958070571651
Bangladesh,BGD,1960,1349700.0,725918.0,4802.0,131486.0,,,2211906.0,BGD,51828663.0,False,0.04267727299853365
Bangladesh,BGD,1970,2617301.0,615142.0,10884.0,559869.0,,,3803196.0,BGD,69058900.0,False,0.055071772067032634
Bangladesh,BGD,1980,4801199.0,446794.0,133570.0,2215656.0,,,7597219.0,BGD,88016436.0,False,0.08631591263249969
Bangladesh,BGD,1990,5337065.0,1069611.0,99731.0,7575190.0,,,14081597.0,BGD,111633723.0,False,0.12614106760552993
Bangladesh,BGD,2000,7701728.0,1253088.0,704403.0,16880048.0,0.0,,26539267.0,BGD,134544303.0,False,0.19725299702953605
Bangladesh,BGD,2010,10885069.0,3073905.0,680000.0,39396544.0,0.0,,54035518.0,BGD,152201977.0,False,0.35502507303173864
Bangladesh,BGD,2020,23640128.0,10548656.0,1389836.0,59847776.0,27893.0,,95454289.0,BGD,166298024.0,False,0.5739953290124482
Barbados,BRB,1870,,,0.0,,,,0.0,BRB,161956.0,False,0.0
Barbados,BRB,1880,,,0.0,,,,0.0,BRB,171907.0,False,0.0
Barbados,BRB,1890,,,0.0,,,,0.0,BRB,182909.0,False,0.0
Barbados,BRB,1900,,,0.0,,,,0.0,BRB,193451.0,False,0.0
Barbados,BRB,1910,,,0.0,,,,0.0,BRB,172186.0,False,0.0
Barbados,BRB,1920,,,0.0,,,,0.0,BRB,158593.0,False,0.0
Barbados,BRB,1930,7328.0,0.0,0.0,0.0,,,7328.0,BRB,173809.0,False,0.042161222951630814
Barbados,BRB,1940,,,0.0,,,,0.0,BRB,193407.0,False,0.0
Barbados,BRB,1950,65952.0,3664.0,0.0,3664.0,,,73280.0,BRB,209927.0,False,0.34907372562843275
Barbados,BRB,1960,164880.0,3664.0,0.0,3664.0,,,172208.0,BRB,230901.0,False,0.7458088098362502
Barbados,BRB,1970,421422.0,0.0,0.0,7266.0,,,428688.0,BRB,249398.0,False,1.7188910897441039
Barbados,BRB,1980,648528.0,0.0,0.0,25648.0,,,674176.0,BRB,251532.0,False,2.680279248763577
Barbados,BRB,1990,875696.0,,99122.0,51296.0,,,1026114.0,BRB,258581.0,False,3.9682497940683965
Barbados,BRB,2000,1135840.0,,133000.0,36640.0,0.0,,1305480.0,BRB,262069.0,False,4.981436186653133
Barbados,BRB,2010,1428960.0,,101000.0,29312.0,3664.0,,1562936.0,BRB,275250.0,False,5.678241598546776
Barbados,BRB,2020,1117520.0,,79389.0,29312.0,10992.0,,1237213.0,BRB,281705.0,False,4.3918744786212525
Belarus,BLR,1870,18727.0,89194.0,,0.0,0.0,,107921.0,BLR,3747677.0,True,0.02879677197367863
Belarus,BLR,1880,222018.0,168926.0,,0.0,0.0,,390944.0,BLR,4121970.0,True,0.09484397023753205
Belarus,BLR,1890,624577.0,131277.0,,0.0,0.0,,755854.0,BLR,4533578.0,True,0.16672350183453336
Belarus,BLR,1900,1767562.0,328672.0,,0.0,0.0,,2096234.0,BLR,4986216.0,True,0.4204057746395262
Belarus,BLR,1910,2103166.0,583926.0,,0.0,0.0,,2687092.0,BLR,5483965.0,True,0.48999072751193706
Belarus,BLR,1920,740172.0,125134.01,,0.0,0.0,,865306.01,BLR,6024473.0,True,0.1436318180859969
Belarus,BLR,1930,3631712.0,676119.0,33778.0,13347.0,0.0,,4354956.0,BLR,6600712.0,True,0.6597706429245814
Belarus,BLR,1940,9350042.0,3961848.0,64429.0,140417.0,0.0,,13516736.0,BLR,7232068.0,True,1.8690001255519169
Belarus,BLR,1950,12438689.0,5975690.0,118269.0,320434.0,0.0,,18853082.0,BLR,7127596.0,True,2.645082858231583
Belarus,BLR,1960,29438674.0,8316140.0,519224.0,1952824.0,0.0,,40226862.0,BLR,8208004.0,True,4.9009310911641855
Belarus,BLR,1970,51102240.0,7954906.0,1100723.0,5596653.0,0.0,,65754522.0,BLR,9014901.0,True,7.29398159780124
Belarus,BLR,1980,76661040.0,8705364.0,1166963.0,10186255.0,418484.0,,97138106.0,BLR,9603173.0,True,10.1152094208862
Belarus,BLR,1990,66944420.0,10191821.0,984866.0,26588992.0,7183.0,3627777.0,108345059.0,BLR,10186257.0,True,10.636395586720422
Belarus,BLR,2000,17209108.0,4198119.0,861909.0,31337154.0,6400.0,1293292.0,54905982.0,BLR,9991311.0,True,5.495373129712407
Belarus,BLR,2010,16326260.0,2900570.0,1970170.0,39552600.0,6488.0,1689032.0,62445120.0,BLR,9490752.0,True,6.579575569986446
Belarus,BLR,2020,17903294.0,3780557.0,2302394.0,34090090.0,6233.0,972988.0,59055556.0,BLR,9350943.0,True,6.315465295853049
Belgium,BEL,1870,0.0,24746656.0,,0.0,,,24746656.0,BEL,5094086.0,True,4.857918770904143
Belgium,BEL,1880,0.0,30425856.0,,0.0,,,30425856.0,BEL,5536082.0,True,5.495918593691351
Belgium,BEL,1890,0.0,39824016.0,,0.0,,,39824016.0,BEL,6083656.0,True,6.546066378506609
Belgium,BEL,1900,0.0,49665520.0,,0.0,,,49665520.0,BEL,6705987.0,True,7.406146179525847
Belgium,BEL,1910,0.0,61287730.0,,0.0,,,61287730.0,BEL,7427418.0,True,8.251552558372236
Belgium,BEL,1920,0.0,55154190.0,,0.0,,,55154190.0,BEL,7551028.0,True,7.304196196862202
Belgium,BEL,1930,2249608.0,89914700.0,1508169.0,0.0,,,93672477.0,BEL,8029570.0,True,11.665939396505665
